from,to,score
Didelphis virginiana,Puma concolor,0.0288
Neotoma cinerea,Cryptotis parva,0.0288
Gulo gulo,Procyon lotor,0.02875
Neovison macrodon,Lasiurus borealis,0.0287
Peromyscus maniculatus,Sorex ugyunak,0.02865
Canis rufus,Myotis keenii,0.0286
Corynorhinus townsendii,Sorex trowbridgii,0.0286
Mesoplodon stejnegeri,Marmota monax,0.0286
Berardius bairdii,Marmota vancouverensis,0.02855
Blarina brevicauda,Neotoma cinerea,0.02855
Kogia sima,Marmota vancouverensis,0.0285
Mesoplodon mirus,Scalopus aquaticus,0.0285
Blarina brevicauda,Microtus pennsylvanicus,0.02845
Mephitis mephitis,Pipistrellus subflavus,0.02845
Canis latrans,Myotis leibii,0.0284
Peromyscus maniculatus,Cryptotis parva,0.02835
Procyon lotor,Lasiurus cinereus,0.02835
Thomomys talpoides,Tamias townsendii,0.02835
Mesoplodon mirus,Marmota monax,0.0283
Reithrodontomys megalotis,Microtus oeconomus,0.02825
Eschrichtius robustus,Glaucomys volans,0.0282
Cryptotis parva,Lemmus trimucronatus,0.02815
Neotoma cinerea,Blarina brevicauda,0.0281
Eschrichtius robustus,Glaucomys sabrinus,0.02805
Peromyscus leucopus,Microtus montanus,0.028
Martes pennanti,Zapus trinotatus,0.0279
Peromyscus maniculatus,Microtus oeconomus,0.02785
Didelphis virginiana,Sciurus carolinensis,0.0278
Enhydra lutris,Spilogale putorius,0.0278
Puma concolor,Sylvilagus transitionalis,0.0278
Blarina brevicauda,Peromyscus maniculatus,0.02775
Taxidea taxus,Gulo gulo,0.02775
Neovison vison,Lasiurus cinereus,0.0277
Sorex ugyunak,Microtus townsendii,0.0277
Berardius bairdii,Glaucomys sabrinus,0.02765
Peromyscus leucopus,Sciurus niger,0.02765
Neurotrichus gibbsii,Sylvilagus floridanus,0.0276
Onychomys leucogaster,Microtus chrotorrhinus,0.0276
Kogia breviceps,Glaucomys sabrinus,0.02755
Canis lupus,Eptesicus fuscus,0.02745
Mesoplodon stejnegeri,Zapus trinotatus,0.02745
Blarina brevicauda,Mus musculus,0.0274
Cryptotis parva,Tamiasciurus hudsonicus,0.0274
Peromyscus leucopus,Dicrostonyx groenlandicus,0.0274
Peromyscus maniculatus,Blarina brevicauda,0.0274
Aplodontia rufa,Sorex trowbridgii,0.02735
Didelphis virginiana,Lynx canadensis,0.02735
Peromyscus keeni,Dicrostonyx groenlandicus,0.02735
Geomys bursarius,Zapus trinotatus,0.02725
Canis rufus,Eptesicus fuscus,0.0272
Peromyscus maniculatus,Sorex bendirii,0.0272
Berardius bairdii,Glaucomys volans,0.02715
Cryptotis parva,Neurotrichus gibbsii,0.02715
Lynx rufus,Antrozous pallidus,0.0271
Tamiasciurus hudsonicus,Didelphis virginiana,0.0271
Ursus maritimus,Scapanus orarius,0.0271
Vulpes velox,Pipistrellus subflavus,0.0271
Kogia breviceps,Glaucomys volans,0.027
Lynx rufus,Sylvilagus floridanus,0.027
Mustela frenata,Euderma maculatum,0.027
Thomomys talpoides,Zapus princeps,0.027
Blarina brevicauda,Neurotrichus gibbsii,0.02695
Peromyscus keeni,Microtus montanus,0.0269
Erethizon dorsatum,Zapus trinotatus,0.02685
Cryptotis parva,Microtus miurus,0.02675
Martes americana,Corynorhinus townsendii,0.02675
Mustela nigripes,Spilogale putorius,0.02675
Dipodomys ordii,Zapus princeps,0.0267
Sorex bendirii,Sorex trowbridgii,0.0267
Antrozous pallidus,Sorex merriami,0.02665
Canis latrans,Eptesicus fuscus,0.02665
Mustela subpalmata,Napaeozapus insignis,0.02665
Peromyscus leucopus,Peromyscus keeni,0.02665
Cryptotis parva,Castor canadensis,0.02655
Lasiurus cinereus,Sorex arcticus,0.02655
Lontra canadensis,Sylvilagus floridanus,0.02655
Mephitis mephitis,Lasiurus cinereus,0.02655
Neovison macrodon,Scalopus aquaticus,0.02655
Perognathus fasciatus,Zapus princeps,0.0265
Peromyscus leucopus,Tamiasciurus douglasii,0.0264
Sorex vagrans,Sorex haydeni,0.0263
Perognathus parvus,Tamias townsendii,0.02625
Peromyscus keeni,Ondatra zibethicus,0.02625
Peromyscus keeni,Tamiasciurus hudsonicus,0.02625
Reithrodontomys megalotis,Lemmiscus curtatus,0.02625
Lynx canadensis,Sylvilagus transitionalis,0.0262
Ursus maritimus,Tamiasciurus douglasii,0.0262
Cryptotis parva,Dicrostonyx groenlandicus,0.02615
Mesoplodon mirus,Zapus trinotatus,0.02615
Reithrodontomys megalotis,Microtus ochrogaster,0.0261
Mustela nigripes,Mephitis mephitis,0.02605
Blarina brevicauda,Microtus montanus,0.026
Canis latrans,Myotis keenii,0.026
Delphinapterus leucas,Procyon lotor,0.026
Onychomys leucogaster,Neurotrichus gibbsii,0.02595
Sorex dispar,Sorex haydeni,0.02595
Kogia sima,Glaucomys volans,0.0259
Lynx canadensis,Antrozous pallidus,0.0259
Neotoma cinerea,Lemmiscus curtatus,0.0259
Peromyscus leucopus,Peromyscus leucopus,0.0259
Peromyscus maniculatus,Sorex tundrensis,0.02585
Delphinapterus leucas,Mephitis mephitis,0.0258
Kogia sima,Glaucomys sabrinus,0.0258
Sylvilagus nuttallii,Sorex arcticus,0.0258
Martes americana,Lasiurus borealis,0.02575
Onychomys leucogaster,Microtus xanthognathus,0.02575
Sorex bendirii,Microtus townsendii,0.02575
Ursus arctos,Lepus americanus,0.02575
Mesoplodon bidens,Lepus townsendii,0.02565
Lasiurus borealis,Sorex trowbridgii,0.0256
Mesoplodon bidens,Zapus trinotatus,0.0256
Mustela erminea,Erethizon dorsatum,0.0256
Blarina brevicauda,Synaptomys borealis,0.02555
Monodon monoceros,Mephitis mephitis,0.02555
Mesoplodon densirostris,Spilogale putorius,0.0255
Ziphius cavirostris,Spilogale putorius,0.0255
Ziphius cavirostris,Antrozous pallidus,0.02545
Kogia breviceps,Spilogale putorius,0.0254
Neotoma cinerea,Microtus ochrogaster,0.0254
Peromyscus keeni,Peromyscus leucopus,0.02535
Delphinapterus leucas,Antrozous pallidus,0.02525
Neurotrichus gibbsii,Mustela nigripes,0.02525
Peromyscus keeni,Peromyscus keeni,0.02525
Gulo gulo,Corynorhinus townsendii,0.0251
Martes pennanti,Pipistrellus subflavus,0.0251
Mustela erminea,Dicrostonyx nunatakensis,0.0251
Onychomys leucogaster,Microtus pennsylvanicus,0.0251
Hyperoodon ampullatus,Spilogale putorius,0.02505
Geomys bursarius,Odocoileus virginianus,0.02495
Sorex dispar,Sorex monticolus,0.02495
Peromyscus maniculatus,Lemmiscus curtatus,0.0249
Cryptotis parva,Dipodomys ordii,0.0248
Mesoplodon mirus,Marmota flaviventris,0.0248
Cryptotis parva,Tamiasciurus douglasii,0.02475
Delphinapterus leucas,Mustela nigripes,0.02475
Puma concolor,Antrozous pallidus,0.02475
Vulpes velox,Lasiurus cinereus,0.02475
Ziphius cavirostris,Procyon lotor,0.02475
Mesoplodon stejnegeri,Lepus townsendii,0.0247
Peromyscus keeni,Sciurus niger,0.0247
Sorex vagrans,Sorex vagrans,0.0247
Mesoplodon bidens,Glaucomys sabrinus,0.02465
Onychomys leucogaster,Tamiasciurus hudsonicus,0.02465
Dipodomys ordii,Zapus trinotatus,0.0246
Mesoplodon carlhubbsi,Antrozous pallidus,0.0246
Glaucomys volans,Sorex trowbridgii,0.02455
Neotoma cinerea,Microtus chrotorrhinus,0.02455
Ursus maritimus,Sylvilagus transitionalis,0.02455
Mesoplodon carlhubbsi,Mephitis mephitis,0.02445
Peromyscus leucopus,Castor canadensis,0.02445
Reithrodontomys megalotis,Microtus chrotorrhinus,0.02445
Ziphius cavirostris,Mustela nigripes,0.02445
Hyperoodon ampullatus,Mephitis mephitis,0.0244
Geomys bursarius,Sylvilagus floridanus,0.02435
Mesoplodon carlhubbsi,Spilogale putorius,0.02435
Cryptotis parva,Dicrostonyx nunatakensis,0.0243
Lynx rufus,Corynorhinus townsendii,0.0243
Mesoplodon bidens,Glaucomys volans,0.0243
Sorex rohweri,Sorex dispar,0.0243
Vulpes vulpes,Pipistrellus subflavus,0.0243
Enhydra lutris,Procyon lotor,0.02425
Marmota broweri,Didelphis virginiana,0.02425
Onychomys leucogaster,Ondatra zibethicus,0.02425
Peromyscus maniculatus,Microtus ochrogaster,0.0242
Peromyscus leucopus,Onychomys leucogaster,0.02415
Reithrodontomys megalotis,Microtus xanthognathus,0.02415
Vulpes lagopus,Lynx canadensis,0.02415
Perognathus parvus,Zapus princeps,0.0241
Neurotrichus gibbsii,Zapus trinotatus,0.02405
Sorex rohweri,Sorex monticolus,0.02405
Mephitis mephitis,Mustela subpalmata,0.024
Erethizon dorsatum,Odocoileus virginianus,0.02395
Hyperoodon ampullatus,Mustela nigripes,0.02395
Mesoplodon mirus,Lepus townsendii,0.02395
Eschrichtius robustus,Mephitis mephitis,0.0239
Mustela nigripes,Procyon lotor,0.0239
Pipistrellus subflavus,Sorex trowbridgii,0.0239
Urocyon cinereoargenteus,Myotis melanorhinus,0.0239
Monodon monoceros,Procyon lotor,0.02385
Phocoenoides dalli,Spilogale putorius,0.0238
Reithrodontomys megalotis,Tamiasciurus hudsonicus,0.0238
Sorex preblei,Sorex merriami,0.0238
Thomomys talpoides,Zapus trinotatus,0.0238
Condylura cristata,Sorex haydeni,0.02375
Erethizon dorsatum,Sylvilagus floridanus,0.02375
Perognathus fasciatus,Sylvilagus floridanus,0.02375
Sorex vagrans,Sorex dispar,0.02375
Mesoplodon bidens,Marmota flaviventris,0.0237
Peromyscus leucopus,Dicrostonyx richardsoni,0.0237
Hyperoodon ampullatus,Antrozous pallidus,0.02365
Peromyscus keeni,Tamiasciurus douglasii,0.02365
Peromyscus leucopus,Peromyscus maniculatus,0.02365
Sorex palustris,Sorex merriami,0.02365
Sorex vagrans,Sorex monticolus,0.02365
Cryptotis parva,Dicrostonyx richardsoni,0.02355
Cryptotis parva,Sciurus niger,0.02355
Monodon monoceros,Antrozous pallidus,0.02355
Cryptotis parva,Perognathus fasciatus,0.0235
Martes pennanti,Lasiurus cinereus,0.0235
Peromyscus leucopus,Reithrodontomys megalotis,0.0235
Sorex vagrans,Sorex rohweri,0.0235
Ziphius cavirostris,Mephitis mephitis,0.0235
Mesoplodon densirostris,Mephitis mephitis,0.02345
Peromyscus keeni,Dicrostonyx nunatakensis,0.02345
Puma concolor,Corynorhinus townsendii,0.02345
Puma concolor,Lasiurus borealis,0.02345
Sorex vagrans,Sorex hoyi,0.02345
Tamiasciurus hudsonicus,Sorex maritimensis,0.02345
Ursus maritimus,Euderma maculatum,0.02345
Lontra canadensis,Sylvilagus transitionalis,0.0234
Berardius bairdii,Spilogale putorius,0.02335
Peromyscus keeni,Onychomys leucogaster,0.02335
Peromyscus leucopus,Dicrostonyx nunatakensis,0.02335
Sorex rohweri,Sorex haydeni,0.02335
Mesoplodon stejnegeri,Marmota flaviventris,0.0233
Sorex fumeus,Sorex haydeni,0.0233
Sorex monticolus,Sorex haydeni,0.0233
Blarina brevicauda,Castor canadensis,0.02325
Cryptotis parva,Geomys bursarius,0.02325
Dipodomys ordii,Odocoileus virginianus,0.0232
Erethizon dorsatum,Urocitellus columbianus,0.0232
Lynx rufus,Lasiurus borealis,0.0232
Monodon monoceros,Spilogale putorius,0.02315
Onychomys leucogaster,Sciurus niger,0.02315
Sorex rohweri,Sorex rohweri,0.02315
Geomys bursarius,Parascalops breweri,0.0231
Mesoplodon stejnegeri,Glaucomys sabrinus,0.0231
Neotoma cinerea,Microtus xanthognathus,0.0231
Peromyscus leucopus,Geomys bursarius,0.0231
Sorex rohweri,Sorex cinereus,0.02305
Sorex rohweri,Sorex vagrans,0.02305
Mesoplodon densirostris,Antrozous pallidus,0.023
Neotoma cinerea,Neurotrichus gibbsii,0.023
Perognathus fasciatus,Zapus trinotatus,0.023
Sorex rohweri,Sorex hoyi,0.023
Hyperoodon ampullatus,Procyon lotor,0.02295
Eschrichtius robustus,Spilogale putorius,0.0229
Lynx canadensis,Corynorhinus townsendii,0.0229
Mustela erminea,Dicrostonyx richardsoni,0.0229
Peromyscus maniculatus,Microtus xanthognathus,0.0229
Phocoena phocoena,Spilogale putorius,0.0229
Monodon monoceros,Mustela nigripes,0.02285
Onychomys leucogaster,Microtus montanus,0.0228
Sorex dispar,Sorex dispar,0.0228
Berardius bairdii,Mephitis mephitis,0.02275
Kogia sima,Spilogale putorius,0.02275
Mesoplodon carlhubbsi,Mustela nigripes,0.02275
Erethizon dorsatum,Parascalops breweri,0.0227
Lynx canadensis,Lasiurus borealis,0.0227
Sorex fumeus,Sorex rohweri,0.0227
Sorex rohweri,Sorex fumeus,0.0227
Sorex vagrans,Sorex fumeus,0.0227
Kogia breviceps,Mephitis mephitis,0.02265
Phocoena phocoena,Mustela nigripes,0.02265
Sorex dispar,Sorex cinereus,0.02265
Sorex vagrans,Sorex cinereus,0.02265
Geomys bursarius,Urocitellus richardsonii,0.0226
Mesoplodon carlhubbsi,Procyon lotor,0.0226
Neurotrichus gibbsii,Aplodontia rufa,0.0226
Taxidea taxus,Mustela frenata,0.0226
Vulpes vulpes,Lasiurus cinereus,0.0226
Gulo gulo,Lasiurus borealis,0.02255
Sorex fumeus,Sorex fumeus,0.02255
Hyperoodon ampullatus,Ictidomys tridecemlineatus,0.0225
Mesoplodon densirostris,Mustela nigripes,0.0225
Peromyscus keeni,Geomys bursarius,0.0225
Sorex cinereus,Sorex dispar,0.0225
Onychomys leucogaster,Dicrostonyx groenlandicus,0.02245
Peromyscus leucopus,Perognathus fasciatus,0.02245
Phocoenoides dalli,Antrozous pallidus,0.02245
Mesoplodon mirus,Marmota vancouverensis,0.0224
Neurotrichus gibbsii,Antilocapra americana,0.0224
Peromyscus keeni,Reithrodontomys megalotis,0.0224
Peromyscus leucopus,Thomomys talpoides,0.0224
Sorex dispar,Sorex hoyi,0.0224
Erethizon dorsatum,Urocitellus richardsonii,0.0223
Kogia breviceps,Mustela nigripes,0.0223
Monodon monoceros,Ictidomys tridecemlineatus,0.0223
Neurotrichus gibbsii,Lepus arcticus,0.0223
Reithrodontomys megalotis,Neurotrichus gibbsii,0.0223
Mesoplodon stejnegeri,Glaucomys volans,0.02225
Sorex cinereus,Sorex haydeni,0.02225
Sorex monticolus,Sorex hoyi,0.02225
Neotoma cinerea,Tamiasciurus hudsonicus,0.0222
Onychomys leucogaster,Geomys bursarius,0.0222
Perognathus parvus,Zapus trinotatus,0.02215
Phocoenoides dalli,Mephitis mephitis,0.02215
Sorex fumeus,Sorex vagrans,0.02215
Sorex monticolus,Sorex fumeus,0.02215
Enhydra lutris,Mephitis mephitis,0.0221
Eschrichtius robustus,Mustela nigripes,0.0221
Glaucomys sabrinus,Sorex trowbridgii,0.02205
Mesoplodon mirus,Glaucomys sabrinus,0.02205
Peromyscus keeni,Castor canadensis,0.022
Sorex monticolus,Sorex vagrans,0.022
Ursus arctos,Sorex hoyi,0.022
Canis lupus,Myotis thysanodes,0.02195
Erethizon dorsatum,Dama dama,0.02195
Mesoplodon carlhubbsi,Ictidomys tridecemlineatus,0.02195
Procyon lotor,Mustela subpalmata,0.02195
Sorex monticolus,Sorex cinereus,0.0219
Berardius bairdii,Procyon lotor,0.02185
Condylura cristata,Sorex monticolus,0.02185
Neotoma cinerea,Dicrostonyx groenlandicus,0.02185
Thomomys talpoides,Odocoileus virginianus,0.02185
Cryptotis parva,Thomomys talpoides,0.0218
Kogia sima,Mephitis mephitis,0.0218
Lontra canadensis,Lepus arcticus,0.0218
Lynx rufus,Sylvilagus transitionalis,0.0218
Neurotrichus gibbsii,Euderma maculatum,0.0218
Phocoena phocoena,Mephitis mephitis,0.0218
Phocoena phocoena,Procyon lotor,0.0218
Reithrodontomys megalotis,Microtus pennsylvanicus,0.0218
Sorex dispar,Sorex palustris,0.0218
Sorex dispar,Sorex vagrans,0.0218
Berardius bairdii,Antrozous pallidus,0.02175
Blarina brevicauda,Tamiasciurus hudsonicus,0.02175
Dipodomys ordii,Sylvilagus floridanus,0.02175
Thomomys talpoides,Sylvilagus floridanus,0.02175
Condylura cristata,Sorex cinereus,0.0217
Mesoplodon bidens,Marmota vancouverensis,0.0217
Mesoplodon densirostris,Procyon lotor,0.0217
Peromyscus keeni,Dicrostonyx richardsoni,0.0217
Sorex monticolus,Sorex dispar,0.0217
Condylura cristata,Sorex dispar,0.0216
Kogia breviceps,Procyon lotor,0.0216
Mustela nivalis,Sorex arcticus,0.0216
Neotoma cinerea,Microtus pennsylvanicus,0.0216
Perognathus fasciatus,Odocoileus virginianus,0.0216
Sorex vagrans,Sorex palustris,0.0216
Ursus arctos,Parascalops breweri,0.0216
Sorex fumeus,Sorex hoyi,0.02155
Taxidea taxus,Nyctinomops macrotis,0.02155
Delphinapterus leucas,Spilogale putorius,0.0215
Peromyscus leucopus,Dipodomys ordii,0.0215
Sorex dispar,Sorex rohweri,0.0215
Sorex fumeus,Sorex cinereus,0.0215
Eschrichtius robustus,Procyon lotor,0.02145
Mesoplodon mirus,Glaucomys volans,0.02145
Peromyscus leucopus,Erethizon dorsatum,0.02145
Canis rufus,Myotis thysanodes,0.0214
Cryptotis parva,Dicrostonyx hudsonius,0.0214
Phocoenoides dalli,Procyon lotor,0.0214
Spilogale putorius,Euderma maculatum,0.0214
Blarina brevicauda,Dicrostonyx groenlandicus,0.02135
Geomys bursarius,Odocoileus hemionus,0.02135
Mesoplodon bidens,Spilogale putorius,0.02135
Onychomys leucogaster,Peromyscus leucopus,0.02135
Onychomys leucogaster,Tamiasciurus douglasii,0.02135
Sorex cinereus,Sorex rohweri,0.02135
Sorex dispar,Sorex fumeus,0.0213
Berardius bairdii,Corynorhinus townsendii,0.02125
Corynorhinus townsendii,Microtus townsendii,0.02125
Mesoplodon stejnegeri,Marmota vancouverensis,0.02125
Neurotrichus gibbsii,Martes americana,0.0212
Sorex fumeus,Sorex dispar,0.0212
Condylura cristata,Sorex preblei,0.02115
Delphinapterus leucas,Corynorhinus townsendii,0.02115
Geomys bursarius,Urocitellus columbianus,0.02115
Parascalops breweri,Sorex maritimensis,0.02115
Peromyscus keeni,Dipodomys ordii,0.02115
Phocoena phocoena,Ictidomys tridecemlineatus,0.02115
Peromyscus keeni,Perognathus fasciatus,0.0211
Phocoena phocoena,Antrozous pallidus,0.0211
Peromyscus maniculatus,Microtus pennsylvanicus,0.02105
Blarina brevicauda,Microtus miurus,0.021
Condylura cristata,Sorex palustris,0.021
Peromyscus keeni,Thomomys talpoides,0.021
Sorex dispar,Sorex preblei,0.021
Cryptotis parva,Perognathus parvus,0.02095
Neurotrichus gibbsii,Tamias amoenus,0.02095
Peromyscus maniculatus,Microtus chrotorrhinus,0.02095
Sorex rohweri,Sorex preblei,0.02095
Geomys bursarius,Dama dama,0.0209
Reithrodontomys megalotis,Sciurus niger,0.0209
Sorex vagrans,Sorex ugyunak,0.0209
Antrozous pallidus,Sorex haydeni,0.02085
Peromyscus maniculatus,Tamiasciurus hudsonicus,0.02085
Sorex monticolus,Sorex monticolus,0.02085
Dipodomys ordii,Urocitellus richardsonii,0.0208
Hyperoodon ampullatus,Corynorhinus townsendii,0.0208
Lasiurus blossevillii,Didelphis virginiana,0.0208
Perognathus fasciatus,Urocitellus columbianus,0.0208
Peromyscus leucopus,Neotoma cinerea,0.0208
Blarina brevicauda,Lemmus trimucronatus,0.02075
Condylura cristata,Sorex rohweri,0.02075
Mesoplodon carlhubbsi,Corynorhinus townsendii,0.02075
Mesoplodon densirostris,Martes americana,0.02075
Monodon monoceros,Corynorhinus townsendii,0.02075
Sorex monticolus,Sorex preblei,0.02075
Sorex vagrans,Sorex preblei,0.02075
Condylura cristata,Sorex vagrans,0.0207
Neovison macrodon,Pipistrellus subflavus,0.0207
Perognathus fasciatus,Parascalops breweri,0.0207
Delphinapterus leucas,Martes americana,0.02065
Kogia breviceps,Corynorhinus townsendii,0.02065
Mustela subpalmata,Spilogale putorius,0.02065
Onychomys leucogaster,Perognathus fasciatus,0.02065
Phocoena phocoena,Corynorhinus townsendii,0.02065
Neurotrichus gibbsii,Sylvilagus transitionalis,0.0206
Thomomys talpoides,Urocitellus columbianus,0.0206
Dipodomys ordii,Odocoileus hemionus,0.02055
Martes americana,Pipistrellus subflavus,0.02055
Mesoplodon densirostris,Lasiurus borealis,0.02055
Sorex fumeus,Sorex preblei,0.02055
Peromyscus keeni,Erethizon dorsatum,0.0205
Blarina brevicauda,Dicrostonyx nunatakensis,0.02045
Phocoenoides dalli,Mustela nigripes,0.02045
Sorex cinereus,Sorex monticolus,0.02045
Urocyon cinereoargenteus,Myotis californicus,0.02045
Canis rufus,Myotis lucifugus,0.0204
Dipodomys ordii,Urocitellus columbianus,0.0204
Erethizon dorsatum,Odocoileus hemionus,0.0204
Erethizon dorsatum,Urocitellus parryii,0.0204
Peromyscus maniculatus,Neurotrichus gibbsii,0.0204
Sorex monticolus,Sorex rohweri,0.0204
Ursus arctos,Scapanus orarius,0.0204
Ziphius cavirostris,Ictidomys tridecemlineatus,0.0204
Hyperoodon ampullatus,Odocoileus virginianus,0.0203
Phocoenoides dalli,Lasiurus borealis,0.0203
Sorex ugyunak,Sorex merriami,0.0203
Marmota broweri,Sorex maritimensis,0.02025
Onychomys leucogaster,Peromyscus keeni,0.02025
Onychomys leucogaster,Peromyscus maniculatus,0.02025
Ursus arctos,Sciurus niger,0.02025
Berardius bairdii,Mustela nigripes,0.0202
Monodon monoceros,Martes americana,0.0202
Neurotrichus gibbsii,Dama dama,0.0202
Perognathus fasciatus,Urocitellus richardsonii,0.0202
Sorex fumeus,Sorex monticolus,0.0202
Sorex vagrans,Cryptotis parva,0.0202
Dipodomys ordii,Parascalops breweri,0.02015
Neovison macrodon,Lasiurus cinereus,0.02015
Blarina brevicauda,Dipodomys ordii,0.0201
Condylura cristata,Sorex hoyi,0.0201
Erethizon dorsatum,Antilocapra americana,0.0201
Mesoplodon densirostris,Ictidomys tridecemlineatus,0.0201
Phocoena phocoena,Lasiurus borealis,0.0201
Sorex cinereus,Sorex vagrans,0.0201
Dipodomys ordii,Dama dama,0.02005
Geomys bursarius,Scapanus orarius,0.02005
Neotoma cinerea,Peromyscus leucopus,0.02005
Canis lupus,Myotis lucifugus,0.02
Peromyscus maniculatus,Microtus montanus,0.02
Phocoenoides dalli,Ictidomys tridecemlineatus,0.02
Sorex rohweri,Sorex bendirii,0.02
Blarina brevicauda,Dicrostonyx richardsoni,0.01995
Delphinapterus leucas,Lasiurus borealis,0.01995
Dipodomys ordii,Antilocapra americana,0.01995
Erethizon dorsatum,Ochotona collaris,0.01995
Geomys bursarius,Rangifer tarandus,0.01995
Sorex vagrans,Sorex bendirii,0.01995
Ursus arctos,Euderma maculatum,0.01995
Perognathus parvus,Sylvilagus floridanus,0.0199
Peromyscus keeni,Neotoma cinerea,0.0199
Condylura cristata,Sorex fumeus,0.01985
Condylura cristata,Sorex ugyunak,0.01985
Onychomys leucogaster,Erethizon dorsatum,0.01985
Perognathus parvus,Odocoileus virginianus,0.01985
Peromyscus keeni,Peromyscus maniculatus,0.01985
Peromyscus maniculatus,Ondatra zibethicus,0.01985
Delphinapterus leucas,Ictidomys tridecemlineatus,0.0198
Neotoma cinerea,Microtus montanus,0.0198
Sorex cinereus,Sorex hoyi,0.0198
Lasiurus borealis,Microtus townsendii,0.01975
Neurotrichus gibbsii,Myotis melanorhinus,0.01975
Peromyscus keeni,Perognathus parvus,0.01975
Reithrodontomys megalotis,Dicrostonyx groenlandicus,0.01975
Sorex rohweri,Sorex palustris,0.01975
Erethizon dorsatum,Sylvilagus transitionalis,0.0197
Peromyscus maniculatus,Dicrostonyx groenlandicus,0.0197
Vulpes velox,Nyctinomops macrotis,0.0197
Eschrichtius robustus,Martes americana,0.01965
Kogia sima,Mustela nigripes,0.01965
Mesoplodon densirostris,Corynorhinus townsendii,0.01965
Mesoplodon densirostris,Odocoileus virginianus,0.01965
Peromyscus leucopus,Perognathus parvus,0.01965
Scapanus orarius,Sorex maritimensis,0.0196
Sorex fumeus,Sorex palustris,0.0196
Ziphius cavirostris,Corynorhinus townsendii,0.0196
Alces alces,Didelphis virginiana,0.01955
Eschrichtius robustus,Antrozous pallidus,0.01955
Mesoplodon carlhubbsi,Martes americana,0.01955
Blarina brevicauda,Thomomys talpoides,0.0195
Dipodomys ordii,Rangifer tarandus,0.0195
Monodon monoceros,Martes pennanti,0.0195
Monodon monoceros,Odocoileus virginianus,0.01945
Ziphius cavirostris,Lasiurus borealis,0.01945
Cryptotis parva,Erethizon dorsatum,0.0194
Hyperoodon ampullatus,Martes americana,0.0194
Monodon monoceros,Lasiurus borealis,0.0194
Onychomys leucogaster,Reithrodontomys megalotis,0.0194
Peromyscus leucopus,Dicrostonyx hudsonius,0.0194
Procyon lotor,Euderma maculatum,0.0194
Reithrodontomys megalotis,Microtus montanus,0.0194
Thomomys talpoides,Parascalops breweri,0.0194
Erethizon dorsatum,Scapanus orarius,0.01935
Hyperoodon ampullatus,Lasiurus borealis,0.01935
Mephitis mephitis,Mustela nivalis,0.01935
Monodon monoceros,Mustela frenata,0.01935
Neotoma cinerea,Ondatra zibethicus,0.01935
Neotoma cinerea,Peromyscus keeni,0.01935
Sorex dispar,Sorex ugyunak,0.01935
Sorex fumeus,Sorex ugyunak,0.01935
Sorex monticolus,Sorex palustris,0.01935
Blarina brevicauda,Sciurus niger,0.0193
Onychomys leucogaster,Dipodomys ordii,0.0193
Reithrodontomys megalotis,Onychomys leucogaster,0.0193
Condylura cristata,Cryptotis parva,0.01925
Geomys bursarius,Antilocapra americana,0.01925
Mephitis mephitis,Euderma maculatum,0.01925
Vulpes lagopus,Dama mesopotamica,0.01925
Didelphis virginiana,Ursus maritimus,0.0192
Neurotrichus gibbsii,Myotis evotis,0.0192
Reithrodontomys megalotis,Peromyscus leucopus,0.0192
Sorex fumeus,Sorex bendirii,0.0192
Thomomys talpoides,Urocitellus richardsonii,0.0192
Aplodontia rufa,Microtus townsendii,0.01915
Blarina brevicauda,Geomys bursarius,0.01915
Hyperoodon ampullatus,Martes pennanti,0.01915
Kogia breviceps,Antrozous pallidus,0.01915
Onychomys leucogaster,Neotoma cinerea,0.01915
Canis latrans,Myotis thysanodes,0.0191
Kogia breviceps,Ictidomys tridecemlineatus,0.0191
Onychomys leucogaster,Castor canadensis,0.0191
Perognathus fasciatus,Antilocapra americana,0.0191
Hyperoodon ampullatus,Dama dama,0.01905
Perognathus parvus,Urocitellus columbianus,0.01905
Peromyscus maniculatus,Peromyscus keeni,0.01905
Reithrodontomys megalotis,Ondatra zibethicus,0.01905
Sorex preblei,Sorex haydeni,0.01905
Sorex rohweri,Blarina brevicauda,0.01905
Sorex vagrans,Microtus oregoni,0.01905
Urocyon cinereoargenteus,Odocoileus hemionus,0.01905
Erethizon dorsatum,Ochotona princeps,0.019
Mustela nigripes,Lepus townsendii,0.019
Neurotrichus gibbsii,Rangifer tarandus,0.019
Onychomys leucogaster,Thomomys talpoides,0.019
Peromyscus keeni,Synaptomys cooperi,0.019
Peromyscus maniculatus,Peromyscus leucopus,0.019
Sorex rohweri,Sorex ugyunak,0.019
Erethizon dorsatum,Rangifer tarandus,0.01895
Martes americana,Lasiurus cinereus,0.01895
Mesoplodon stejnegeri,Procyon lotor,0.01895
Sorex rohweri,Cryptotis parva,0.01895
Thomomys talpoides,Dama dama,0.01895
Vulpes lagopus,Odocoileus virginianus,0.01895
Antrozous pallidus,Sorex monticolus,0.0189
Kogia sima,Antrozous pallidus,0.0189
Sorex cinereus,Sorex cinereus,0.0189
Sorex dispar,Cryptotis parva,0.0189
Canis latrans,Myotis lucifugus,0.01885
Eschrichtius robustus,Corynorhinus townsendii,0.01885
Kogia sima,Procyon lotor,0.01885
Monodon monoceros,Antilocapra americana,0.01885
Neurotrichus gibbsii,Lepus americanus,0.01885
