from,to,score
Neurotrichus gibbsii,Lepus americanus,0.01765
Sorex rohweri,Microtus oregoni,0.01765
Sylvilagus nuttallii,Sorex trowbridgii,0.01765
Geomys bursarius,Sylvilagus transitionalis,0.0176
Neotoma cinerea,Reithrodontomys megalotis,0.0176
Neurotrichus gibbsii,Odocoileus hemionus,0.0176
Reithrodontomys megalotis,Reithrodontomys megalotis,0.0176
Geomys bursarius,Rangifer tarandus,0.01755
Glaucomys volans,Microtus townsendii,0.01755
Peromyscus maniculatus,Ondatra zibethicus,0.01755
Reithrodontomys megalotis,Perognathus fasciatus,0.01755
Sorex monticolus,Microtus oregoni,0.01755
Vulpes velox,Cervus elaphus,0.01755
Vulpes velox,Ursus maritimus,0.01755
Neurotrichus gibbsii,Myotis evotis,0.0175
Perognathus fasciatus,Rangifer tarandus,0.0175
Perognathus fasciatus,Sylvilagus transitionalis,0.0175
Puma concolor,Pipistrellus subflavus,0.0175
Sorex dispar,Cryptotis parva,0.0175
Reithrodontomys megalotis,Dipodomys ordii,0.0174
Antrozous pallidus,Sorex fumeus,0.01735
Neurotrichus gibbsii,Urocitellus columbianus,0.01735
Mustela frenata,Martes americana,0.0173
Perognathus parvus,Urocitellus richardsonii,0.0173
Reithrodontomys megalotis,Dicrostonyx nunatakensis,0.0173
Vulpes lagopus,Odocoileus virginianus,0.0173
Dipodomys ordii,Sylvilagus transitionalis,0.01725
Peromyscus keeni,Callospermophilus saturatus,0.01725
Sorex cinereus,Sorex ugyunak,0.01725
Sorex fumeus,Microtus oeconomus,0.01725
Sorex cinereus,Cryptotis parva,0.0172
Erethizon dorsatum,Antrozous pallidus,0.01715
Peromyscus maniculatus,Onychomys leucogaster,0.01715
Sorex monticolus,Microtus oeconomus,0.01715
Sorex preblei,Sorex bendirii,0.01715
Antrozous pallidus,Sorex palustris,0.0171
Lasiurus borealis,Sorex merriami,0.0171
Perognathus fasciatus,Ochotona collaris,0.0171
Sorex dispar,Microtus oeconomus,0.0171
Sorex cinereus,Sorex bendirii,0.01705
Sorex fumeus,Blarina brevicauda,0.01705
Sorex fumeus,Microtus oregoni,0.01705
Sorex monticolus,Sorex bendirii,0.01705
Neotoma cinerea,Dicrostonyx nunatakensis,0.017
Neotoma cinerea,Dicrostonyx richardsoni,0.017
Gulo gulo,Lasiurus cinereus,0.01695
Perognathus fasciatus,Ochotona princeps,0.01695
Perognathus parvus,Urocitellus parryii,0.01695
Peromyscus maniculatus,Dipodomys ordii,0.01695
Peromyscus maniculatus,Perognathus fasciatus,0.01695
Thomomys talpoides,Antilocapra americana,0.01695
Aplodontia rufa,Sorex merriami,0.0169
Condylura cristata,Microtus oregoni,0.0169
Geomys bursarius,Antilocapra americana,0.0169
Glaucomys sabrinus,Microtus townsendii,0.0169
Neurotrichus gibbsii,Lepus europaeus,0.0169
Sorex vagrans,Blarina brevicauda,0.0169
Lasiurus blossevillii,Sorex maritimensis,0.01685
Neotoma cinerea,Erethizon dorsatum,0.01685
Antrozous pallidus,Sorex dispar,0.0168
Dipodomys ordii,Ochotona collaris,0.0168
Dipodomys ordii,Scapanus orarius,0.0168
Neotoma cinerea,Peromyscus maniculatus,0.0168
Mustela subpalmata,Procyon lotor,0.01675
Reithrodontomys megalotis,Dicrostonyx richardsoni,0.01675
Sorex cinereus,Microtus oregoni,0.01675
Antrozous pallidus,Sorex ugyunak,0.0167
Perognathus fasciatus,Marmota broweri,0.0167
Sorex fumeus,Sorex tundrensis,0.0167
Geomys bursarius,Marmota broweri,0.01665
Sorex preblei,Sorex cinereus,0.01665
Ursus maritimus,Scapanus townsendii,0.01665
Dipodomys ordii,Ochotona princeps,0.0166
Perognathus parvus,Dama dama,0.0166
Peromyscus leucopus,Callospermophilus lateralis,0.0166
Sorex monticolus,Blarina brevicauda,0.0166
Antrozous pallidus,Sorex monticolus,0.01655
Neotoma cinerea,Thomomys talpoides,0.0165
Reithrodontomys megalotis,Peromyscus maniculatus,0.0165
Dipodomys ordii,Marmota broweri,0.01645
Neurotrichus gibbsii,Myotis keenii,0.01645
Erethizon dorsatum,Scapanus townsendii,0.0164
Perognathus fasciatus,Aplodontia rufa,0.0164
Thomomys talpoides,Rangifer tarandus,0.0164
Antrozous pallidus,Sorex preblei,0.01635
Callospermophilus lateralis,Sorex arcticus,0.0163
Onychomys leucogaster,Dicrostonyx hudsonius,0.0163
Sorex rohweri,Sorex tundrensis,0.0163
Lynx canadensis,Pipistrellus subflavus,0.01625
Peromyscus keeni,Callospermophilus lateralis,0.01625
Sorex preblei,Sorex monticolus,0.01625
Urocyon cinereoargenteus,Eptesicus fuscus,0.01625
Didelphis virginiana,Canis latrans,0.0162
Geomys bursarius,Corynorhinus townsendii,0.0162
Myotis evotis,Didelphis virginiana,0.0162
Neurotrichus gibbsii,Myotis leibii,0.0162
Sorex preblei,Sorex hoyi,0.0162
Sorex preblei,Sorex ugyunak,0.0162
Condylura cristata,Microtus oeconomus,0.01615
Reithrodontomys megalotis,Erethizon dorsatum,0.01615
Condylura cristata,Blarina brevicauda,0.0161
Perognathus parvus,Odocoileus hemionus,0.0161
Sorex palustris,Sorex haydeni,0.0161
Ursus arctos,Sylvilagus transitionalis,0.0161
Sorex preblei,Sorex palustris,0.01605
Erethizon dorsatum,Corynorhinus townsendii,0.016
Lynx rufus,Pipistrellus subflavus,0.016
Geomys bursarius,Aplodontia rufa,0.01595
Perognathus fasciatus,Scapanus townsendii,0.01595
Reithrodontomys megalotis,Perognathus parvus,0.01595
Thomomys talpoides,Scapanus orarius,0.01595
Cryptotis parva,Phenacomys ungava,0.0159
Peromyscus maniculatus,Castor canadensis,0.0159
Peromyscus maniculatus,Geomys bursarius,0.0159
Antrozous pallidus,Sorex bendirii,0.01585
Neurotrichus gibbsii,Glaucomys sabrinus,0.0158
Neurotrichus gibbsii,Marmota broweri,0.0158
Parascalops breweri,Didelphis virginiana,0.0158
Sorex dispar,Blarina brevicauda,0.0158
Erethizon dorsatum,Dama mesopotamica,0.01575
Neurotrichus gibbsii,Myotis thysanodes,0.01575
Neurotrichus gibbsii,Neovison vison,0.01575
Onychomys leucogaster,Synaptomys cooperi,0.01575
Perognathus fasciatus,Dama mesopotamica,0.0157
Perognathus parvus,Antilocapra americana,0.0157
Dipodomys ordii,Aplodontia rufa,0.01565
Perognathus fasciatus,Lepus arcticus,0.01565
Perognathus parvus,Rangifer tarandus,0.01565
Peromyscus maniculatus,Thomomys talpoides,0.01565
Onychomys leucogaster,Callospermophilus saturatus,0.0156
Dipodomys ordii,Antrozous pallidus,0.01555
Peromyscus maniculatus,Dicrostonyx nunatakensis,0.01555
Pipistrellus subflavus,Microtus townsendii,0.01555
Thomomys talpoides,Ochotona collaris,0.01555
Dipodomys ordii,Lepus arcticus,0.0155
Neotoma cinerea,Synaptomys cooperi,0.0155
Thomomys talpoides,Antrozous pallidus,0.0155
Geomys bursarius,Procyon lotor,0.01545
Peromyscus maniculatus,Dicrostonyx richardsoni,0.0154
Ursus arctos,Tamiasciurus douglasii,0.0154
Neotoma cinerea,Perognathus parvus,0.01535
Peromyscus maniculatus,Peromyscus maniculatus,0.01535
Erethizon dorsatum,Lepus europaeus,0.0153
Lynx rufus,Tamias minimus,0.0153
Perognathus parvus,Aplodontia rufa,0.0153
Peromyscus maniculatus,Reithrodontomys megalotis,0.0153
Sorex cinereus,Blarina brevicauda,0.0153
Condylura cristata,Sorex tundrensis,0.01525
Erethizon dorsatum,Mustela nigripes,0.01525
Sorex palustris,Sorex dispar,0.0152
Vulpes lagopus,Lasiurus blossevillii,0.0152
Antrozous pallidus,Cryptotis parva,0.01515
Geomys bursarius,Dama mesopotamica,0.01515
Lynx rufus,Lasiurus cinereus,0.01515
Erethizon dorsatum,Lasiurus borealis,0.0151
Myotis californicus,Didelphis virginiana,0.0151
Peromyscus maniculatus,Erethizon dorsatum,0.0151
Sorex palustris,Sorex hoyi,0.0151
Sorex palustris,Sorex vagrans,0.0151
Corynorhinus townsendii,Microtus oregoni,0.01505
Cryptotis parva,Callospermophilus saturatus,0.01505
Geomys bursarius,Lepus europaeus,0.01505
Geomys bursarius,Mustela nigripes,0.01505
Perognathus fasciatus,Antrozous pallidus,0.01505
Perognathus fasciatus,Lepus europaeus,0.01505
Sorex palustris,Sorex rohweri,0.01505
Erethizon dorsatum,Aplodontia rufa,0.015
Thomomys talpoides,Ochotona princeps,0.015
Thomomys talpoides,Sylvilagus transitionalis,0.015
Lynx canadensis,Lasiurus cinereus,0.01495
Reithrodontomys megalotis,Thomomys talpoides,0.01495
Myotis melanorhinus,Sorex maritimensis,0.0149
Puma concolor,Lasiurus cinereus,0.0149
Ursus americanus,Mustela nivalis,0.0149
Perognathus parvus,Scapanus orarius,0.01485
Lynx rufus,Ursus americanus,0.0148
Mustela nigripes,Corynorhinus townsendii,0.0148
Sorex preblei,Blarina brevicauda,0.0148
Antrozous pallidus,Blarina brevicauda,0.01475
Dipodomys ordii,Lasiurus borealis,0.01475
Geomys bursarius,Lasiurus borealis,0.01475
Geomys bursarius,Lepus arcticus,0.01475
Sorex palustris,Sorex cinereus,0.0147
Dipodomys ordii,Mustela nigripes,0.01465
Sorex cinereus,Microtus oeconomus,0.01465
Dipodomys ordii,Lepus europaeus,0.0146
Dipodomys ordii,Ovis dalli,0.0146
Sorex palustris,Sorex monticolus,0.0146
Perognathus fasciatus,Cervus elaphus,0.01455
Cryptotis parva,Phenacomys intermedius,0.0145
Erethizon dorsatum,Cervus elaphus,0.0145
Sorex vagrans,Lemmiscus curtatus,0.0145
Dipodomys ordii,Cervus elaphus,0.01445
Neovison vison,Zapus princeps,0.01445
Onychomys leucogaster,Callospermophilus lateralis,0.01445
Perognathus fasciatus,Procyon lotor,0.01445
Peromyscus maniculatus,Neotoma cinerea,0.01445
Sorex cinereus,Sorex tundrensis,0.01445
Tamias minimus,Didelphis virginiana,0.01445
Thomomys talpoides,Marmota broweri,0.01445
Erethizon dorsatum,Ovis dalli,0.0144
Thomomys talpoides,Aplodontia rufa,0.0144
Thomomys talpoides,Cervus elaphus,0.0144
Thomomys talpoides,Lepus arcticus,0.01435
Lynx rufus,Ovis canadensis,0.0143
Neurotrichus gibbsii,Mustela erminea,0.01425
Peromyscus leucopus,Synaptomys borealis,0.01425
Dipodomys ordii,Scapanus townsendii,0.0142
Erethizon dorsatum,Mephitis mephitis,0.0142
Erethizon dorsatum,Spilogale putorius,0.0142
Geomys bursarius,Mephitis mephitis,0.0142
Thomomys talpoides,Corynorhinus townsendii,0.0142
Cryptotis parva,Callospermophilus lateralis,0.01415
Erethizon dorsatum,Lasiurus cinereus,0.01415
Geomys bursarius,Mustela erminea,0.01415
Neotoma cinerea,Callospermophilus saturatus,0.01415
Perognathus fasciatus,Mephitis mephitis,0.01415
Sorex vagrans,Microtus ochrogaster,0.01415
Thomomys talpoides,Procyon lotor,0.01415
Antrozous pallidus,Sorex tundrensis,0.0141
Perognathus parvus,Marmota broweri,0.0141
Dipodomys ordii,Dama mesopotamica,0.01405
Neurotrichus gibbsii,Urocitellus parryii,0.01405
Thomomys talpoides,Dama mesopotamica,0.01405
Neurotrichus gibbsii,Mustela subpalmata,0.014
Perognathus fasciatus,Spilogale putorius,0.014
Erethizon dorsatum,Procyon lotor,0.01395
Glaucomys sabrinus,Sorex merriami,0.01395
Mustela subpalmata,Scapanus townsendii,0.01395
Neovison vison,Euderma maculatum,0.01395
Neurotrichus gibbsii,Eptesicus fuscus,0.01395
Perognathus fasciatus,Lasiurus borealis,0.01395
Perognathus fasciatus,Scalopus aquaticus,0.01395
Sorex palustris,Sorex fumeus,0.01395
Thomomys talpoides,Mephitis mephitis,0.01395
Glaucomys volans,Sorex merriami,0.0139
Perognathus fasciatus,Ovis dalli,0.01385
Perognathus parvus,Mustela nigripes,0.01385
Peromyscus keeni,Synaptomys borealis,0.01385
Sorex preblei,Cryptotis parva,0.01385
Neurotrichus gibbsii,Lasiurus blossevillii,0.0138
Sorex dispar,Sorex tundrensis,0.0138
Spilogale putorius,Lontra canadensis,0.0138
Urocyon cinereoargenteus,Myotis leibii,0.0138
Dipodomys ordii,Mephitis mephitis,0.01375
Perognathus parvus,Sylvilagus transitionalis,0.01375
Thomomys talpoides,Spilogale putorius,0.01375
Lontra canadensis,Spilogale putorius,0.0137
Neotoma cinerea,Callospermophilus lateralis,0.0137
Perognathus fasciatus,Mustela nigripes,0.0137
Perognathus parvus,Antrozous pallidus,0.0137
Perognathus parvus,Ochotona collaris,0.0137
Erethizon dorsatum,Alces alces,0.01365
Erethizon dorsatum,Scalopus aquaticus,0.01365
Geomys bursarius,Cervus elaphus,0.01365
Geomys bursarius,Glaucomys volans,0.01365
Sorex ugyunak,Sorex haydeni,0.01365
Tamias striatus,Sorex maritimensis,0.01365
Urocyon cinereoargenteus,Puma concolor,0.01365
Dipodomys ordii,Corynorhinus townsendii,0.0136
Sorex palustris,Sorex preblei,0.0136
Eptesicus fuscus,Didelphis virginiana,0.01355
Microtus ochrogaster,Didelphis virginiana,0.01355
Neurotrichus gibbsii,Myotis lucifugus,0.01355
Perognathus fasciatus,Marmota monax,0.0135
Perognathus parvus,Ochotona princeps,0.0135
Scapanus orarius,Didelphis virginiana,0.0135
Urocyon cinereoargenteus,Myotis keenii,0.0135
Geomys bursarius,Marmota monax,0.01345
Sorex preblei,Microtus oregoni,0.01345
Antrozous pallidus,Microtus oeconomus,0.0134
Dipodomys ordii,Spilogale putorius,0.0134
Erethizon dorsatum,Marmota caligata,0.0134
Sorex bendirii,Sorex monticolus,0.0134
Sorex palustris,Sorex palustris,0.0134
Spilogale putorius,Urocyon cinereoargenteus,0.0134
Blarina brevicauda,Callospermophilus saturatus,0.01335
Lasiurus cinereus,Microtus townsendii,0.01335
Mustela subpalmata,Sylvilagus transitionalis,0.01335
Neotoma cinerea,Dicrostonyx hudsonius,0.01335
Perognathus fasciatus,Corynorhinus townsendii,0.01335
Puma concolor,Parascalops breweri,0.01335
Erethizon dorsatum,Pipistrellus subflavus,0.0133
Peromyscus maniculatus,Perognathus parvus,0.0133
Sorex fumeus,Microtus ochrogaster,0.0133
Sorex preblei,Microtus oeconomus,0.0133
Sorex ugyunak,Sorex dispar,0.0133
Erethizon dorsatum,Glaucomys volans,0.01325
Geomys bursarius,Scapanus townsendii,0.01325
Sorex vagrans,Microtus xanthognathus,0.01325
Antrozous pallidus,Microtus ochrogaster,0.0132
Lynx canadensis,Parascalops breweri,0.0132
Thomomys talpoides,Scapanus townsendii,0.0132
Peromyscus keeni,Mus musculus,0.01315
Reithrodontomys megalotis,Synaptomys cooperi,0.01315
Sorex bendirii,Sorex haydeni,0.01315
Condylura cristata,Microtus ochrogaster,0.0131
Dipodomys ordii,Procyon lotor,0.0131
Reithrodontomys megalotis,Dicrostonyx hudsonius,0.0131
Thomomys talpoides,Ovis dalli,0.0131
Perognathus fasciatus,Mustela erminea,0.01305
Sorex monticolus,Sorex tundrensis,0.01305
Vulpes velox,Euderma maculatum,0.01305
Corynorhinus townsendii,Sorex dispar,0.013
Sorex dispar,Lemmiscus curtatus,0.013
Urocyon cinereoargenteus,Ursus arctos,0.013
Erethizon dorsatum,Marmota monax,0.01295
Geomys bursarius,Ovis dalli,0.01295
Lontra canadensis,Mephitis mephitis,0.01295
Sorex dispar,Microtus ochrogaster,0.01295
Sorex rohweri,Lemmiscus curtatus,0.01295
Condylura cristata,Ondatra zibethicus,0.0129
Perognathus fasciatus,Glaucomys sabrinus,0.0129
Sorex fumeus,Microtus chrotorrhinus,0.0129
Geomys bursarius,Spilogale putorius,0.01285
Martes pennanti,Euderma maculatum,0.01285
Myotis leibii,Didelphis virginiana,0.01285
Vulpes vulpes,Nyctinomops macrotis,0.01285
Mustela subpalmata,Antrozous pallidus,0.0128
Nyctinomops macrotis,Sorex arcticus,0.0128
Perognathus parvus,Cervus elaphus,0.0128
Perognathus parvus,Procyon lotor,0.0128
Peromyscus leucopus,Mus musculus,0.0128
Reithrodontomys megalotis,Callospermophilus saturatus,0.0128
Spilogale putorius,Vulpes lagopus,0.0128
Thomomys talpoides,Lepus europaeus,0.0128
Euderma maculatum,Sorex arcticus,0.01275
Geomys bursarius,Alces alces,0.01275
Perognathus fasciatus,Glaucomys volans,0.01275
Sorex rohweri,Microtus ochrogaster,0.01275
Callospermophilus saturatus,Sorex trowbridgii,0.0127
Sorex monticolus,Microtus ochrogaster,0.0127
Geomys bursarius,Pipistrellus subflavus,0.01265
Spilogale putorius,Myotis melanorhinus,0.01265
Sorex monticolus,Microtus chrotorrhinus,0.0126
Thomomys talpoides,Lasiurus borealis,0.0126
Erethizon dorsatum,Mustela erminea,0.01255
Lynx canadensis,Scapanus orarius,0.01255
Myotis californicus,Sorex maritimensis,0.01255
Sorex palustris,Sorex ugyunak,0.01255
Erethizon dorsatum,Martes americana,0.0125
Onychomys leucogaster,Synaptomys borealis,0.01245
Pipistrellus subflavus,Sorex merriami,0.01245
Sorex dispar,Ondatra zibethicus,0.01245
Ursus maritimus,Nyctinomops macrotis,0.01245
Corynorhinus townsendii,Sorex haydeni,0.0124
Sorex monticolus,Lemmiscus curtatus,0.0124
Spilogale putorius,Lasiurus blossevillii,0.0124
Corynorhinus townsendii,Sorex vagrans,0.01235
Dipodomys ordii,Glaucomys volans,0.01235
Geomys bursarius,Glaucomys sabrinus,0.01235
Sorex bendirii,Sorex fumeus,0.01235
Sorex palustris,Sorex bendirii,0.01235
Sorex vagrans,Microtus chrotorrhinus,0.01235
Thomomys talpoides,Mustela nigripes,0.01235
Blarina brevicauda,Callospermophilus lateralis,0.0123
Perognathus parvus,Corynorhinus townsendii,0.0123
Perognathus parvus,Lepus arcticus,0.0123
Sorex rohweri,Microtus xanthognathus,0.0123
Antrozous pallidus,Lemmiscus curtatus,0.01225
Lasiurus borealis,Sorex haydeni,0.01225
Mustela erminea,Dicrostonyx groenlandicus,0.01225
Perognathus parvus,Lasiurus borealis,0.01225
Perognathus parvus,Mustela erminea,0.01225
Corynorhinus townsendii,Sorex cinereus,0.0122
Neurotrichus gibbsii,Bison bison,0.0122
Neurotrichus gibbsii,Ovis dalli,0.0122
Puma concolor,Scapanus orarius,0.0122
Sorex dispar,Microtus chrotorrhinus,0.0122
Perognathus fasciatus,Alces alces,0.01215
Perognathus fasciatus,Marmota caligata,0.01215
Reithrodontomys megalotis,Callospermophilus lateralis,0.01215
Sorex bendirii,Sorex cinereus,0.01215
Erethizon dorsatum,Martes pennanti,0.0121
Onychomys leucogaster,Mus musculus,0.0121
Perognathus fasciatus,Pipistrellus subflavus,0.0121
Perognathus parvus,Dama mesopotamica,0.0121
Peromyscus maniculatus,Callospermophilus saturatus,0.0121
Sorex fumeus,Lemmiscus curtatus,0.0121
Sorex rohweri,Ondatra zibethicus,0.0121
Corynorhinus townsendii,Sorex preblei,0.01205
Dipodomys ordii,Alces alces,0.01205
Neurotrichus gibbsii,Cervus elaphus,0.01205
Sorex ugyunak,Sorex monticolus,0.01205
Corynorhinus townsendii,Sorex monticolus,0.012
Corynorhinus townsendii,Sorex rohweri,0.012
Dipodomys ordii,Marmota monax,0.012
Perognathus parvus,Scapanus townsendii,0.012
Sorex cinereus,Neurotrichus gibbsii,0.012
Sorex vagrans,Ondatra zibethicus,0.012
Sylvilagus nuttallii,Microtus townsendii,0.012
Geomys bursarius,Lasiurus cinereus,0.01195
Geomys bursarius,Marmota caligata,0.01195
Geomys bursarius,Mustela nivalis,0.01195
Mustela erminea,Tamiasciurus hudsonicus,0.01195
Mustela nigripes,Lasiurus borealis,0.01195
Neurotrichus gibbsii,Dama mesopotamica,0.01195
Sorex fumeus,Microtus xanthognathus,0.01195
Sorex palustris,Cryptotis parva,0.01195
Sorex rohweri,Microtus chrotorrhinus,0.01195
Spilogale putorius,Myotis californicus,0.01195
Urocitellus columbianus,Didelphis virginiana,0.01195
Condylura cristata,Lemmiscus curtatus,0.0119
Dipodomys ordii,Marmota caligata,0.0119
Myotis evotis,Sorex maritimensis,0.0119
Sorex ugyunak,Sorex hoyi,0.0119
Sorex ugyunak,Sorex vagrans,0.0119
Urocitellus richardsonii,Didelphis virginiana,0.0119
Dipodomys ordii,Martes americana,0.01185
Dipodomys ordii,Mustela erminea,0.01185
Erethizon dorsatum,Glaucomys sabrinus,0.01185
Geomys bursarius,Scalopus aquaticus,0.01185
Mephitis mephitis,Myotis evotis,0.01185
Neurotrichus gibbsii,Myotis volans,0.01185
Sorex bendirii,Sorex dispar,0.01185
Sorex bendirii,Sorex vagrans,0.01185
Sorex dispar,Neurotrichus gibbsii,0.01185
Sorex rohweri,Neurotrichus gibbsii,0.01185
Sorex ugyunak,Sorex cinereus,0.01185
Sorex ugyunak,Sorex rohweri,0.01185
Ursus arctos,Scapanus townsendii,0.01185
Perognathus parvus,Mephitis mephitis,0.0118
Sorex ugyunak,Sorex fumeus,0.0118
Dipodomys ordii,Lasiurus cinereus,0.01175
Dipodomys ordii,Pipistrellus subflavus,0.01175
Aplodontia rufa,Sorex dispar,0.0117
Corynorhinus townsendii,Cryptotis parva,0.0117
Corynorhinus townsendii,Sorex hoyi,0.0117
Lasiurus borealis,Sorex cinereus,0.0117
Perognathus parvus,Ovis dalli,0.0117
Peromyscus maniculatus,Dicrostonyx hudsonius,0.0117
Corynorhinus townsendii,Sorex ugyunak,0.01165
Lasiurus borealis,Microtus oregoni,0.01165
Sorex vagrans,Neurotrichus gibbsii,0.01165
Sylvilagus floridanus,Didelphis virginiana,0.01165
Thomomys talpoides,Scalopus aquaticus,0.01165
Eptesicus fuscus,Sorex maritimensis,0.0116
Sorex monticolus,Ondatra zibethicus,0.0116
Neurotrichus gibbsii,Ochotona princeps,0.01155
Reithrodontomys megalotis,Mus musculus,0.01155
Sorex bendirii,Sorex preblei,0.01155
Sorex cinereus,Ondatra zibethicus,0.01155
Sorex palustris,Microtus oregoni,0.01155
Thomomys talpoides,Glaucomys volans,0.01155
Aplodontia rufa,Microtus oregoni,0.0115
Dipodomys ordii,Scalopus aquaticus,0.0115
Sorex dispar,Microtus xanthognathus,0.0115
Peromyscus leucopus,Lemmus trimucronatus,0.01145
Sorex dispar,Onychomys leucogaster,0.01145
Sorex vagrans,Microtus pennsylvanicus,0.01145
Condylura cristata,Microtus xanthognathus,0.0114
Geomys bursarius,Martes americana,0.0114
Sorex bendirii,Sorex rohweri,0.0114
Corynorhinus townsendii,Sorex fumeus,0.01135
Lasiurus borealis,Sorex monticolus,0.01135
Cryptotis parva,Condylura cristata,0.0113
Mephitis mephitis,Myotis melanorhinus,0.0113
Peromyscus leucopus,Tamias amoenus,0.0113
Sorex dispar,Microtus pennsylvanicus,0.0113
Antrozous pallidus,Microtus chrotorrhinus,0.01125
Aplodontia rufa,Sorex preblei,0.01125
Lasiurus cinereus,Sorex merriami,0.01125
Mustela frenata,Martes pennanti,0.01125
Sorex palustris,Blarina brevicauda,0.01125
Spilogale putorius,Myotis evotis,0.01125
Thomomys talpoides,Mustela erminea,0.01125
Aplodontia rufa,Sorex cinereus,0.0112
Perognathus fasciatus,Mustela nivalis,0.0112
Peromyscus keeni,Lemmus trimucronatus,0.0112
Sorex cinereus,Microtus ochrogaster,0.0112
Sorex fumeus,Neurotrichus gibbsii,0.0112
Thomomys talpoides,Alces alces,0.0112
Lontra canadensis,Procyon lotor,0.01115
Peromyscus leucopus,Sylvilagus nuttallii,0.01115
Blarina brevicauda,Phenacomys ungava,0.0111
Corynorhinus townsendii,Sorex bendirii,0.0111
Puma concolor,Vulpes velox,0.0111
Sorex ugyunak,Sorex ugyunak,0.0111
Aplodontia rufa,Sorex hoyi,0.01105
Sorex cinereus,Microtus chrotorrhinus,0.01105
Sorex ugyunak,Cryptotis parva,0.01105
Ursus americanus,Antrozous pallidus,0.01105
Cryptotis parva,Tamias amoenus,0.011
Lemmiscus curtatus,Didelphis virginiana,0.011
Sorex cinereus,Microtus xanthognathus,0.011
Thomomys talpoides,Glaucomys sabrinus,0.011
Neotoma cinerea,Mus musculus,0.01095
Perognathus parvus,Glaucomys volans,0.01095
Sorex fumeus,Ondatra zibethicus,0.01095
Thomomys talpoides,Marmota caligata,0.01095
Perognathus fasciatus,Lasiurus cinereus,0.0109
Sorex ugyunak,Sorex preblei,0.0109
Taxidea taxus,Eptesicus fuscus,0.0109
Ursus maritimus,Mustela nigripes,0.0109
Corynorhinus townsendii,Sorex palustris,0.01085
Lasiurus borealis,Sorex fumeus,0.01085
Peromyscus maniculatus,Callospermophilus lateralis,0.01085
Sorex monticolus,Peromyscus leucopus,0.01085
Antrozous pallidus,Microtus xanthognathus,0.0108
Mustela nigripes,Pipistrellus subflavus,0.0108
Sorex bendirii,Cryptotis parva,0.0108
Sorex bendirii,Sorex palustris,0.0108
Sorex monticolus,Microtus xanthognathus,0.0108
Thomomys talpoides,Marmota monax,0.0108
Ursus arctos,Nyctinomops macrotis,0.0108
Antrozous pallidus,Tamiasciurus hudsonicus,0.01075
Aplodontia rufa,Sorex rohweri,0.01075
Dipodomys ordii,Glaucomys sabrinus,0.01075
Geomys bursarius,Martes pennanti,0.01075
Glaucomys sabrinus,Microtus oregoni,0.01075
Perognathus parvus,Spilogale putorius,0.01075
Sorex bendirii,Sorex hoyi,0.01075
Sorex monticolus,Neurotrichus gibbsii,0.01075
Condylura cristata,Microtus chrotorrhinus,0.0107
Dipodomys ordii,Mustela nivalis,0.0107
Myotis keenii,Didelphis virginiana,0.0107
Sorex vagrans,Peromyscus leucopus,0.0107
Antrozous pallidus,Neurotrichus gibbsii,0.01065
Mephitis mephitis,Lasiurus blossevillii,0.01065
Perognathus parvus,Lepus europaeus,0.01065
Procyon lotor,Lasiurus blossevillii,0.01065
Sorex vagrans,Onychomys leucogaster,0.01065
Thomomys talpoides,Pipistrellus subflavus,0.01065
Urocyon cinereoargenteus,Cervus elaphus,0.01065
Dipodomys ordii,Gulo gulo,0.0106
Neotoma cinerea,Synaptomys borealis,0.0106
Peromyscus leucopus,Microtus miurus,0.0106
Sorex cinereus,Lemmiscus curtatus,0.0106
Sorex ugyunak,Sorex palustris,0.0106
Lasiurus borealis,Sorex dispar,0.01055
Lasiurus borealis,Sorex preblei,0.01055
Sciurus niger,Didelphis virginiana,0.01055
Sorex fumeus,Microtus pennsylvanicus,0.01055
Sorex rohweri,Microtus pennsylvanicus,0.01055
Sorex vagrans,Neotoma cinerea,0.01055
Urocyon cinereoargenteus,Lynx canadensis,0.01055
Aplodontia rufa,Sorex vagrans,0.0105
Lasiurus borealis,Sorex vagrans,0.0105
Sorex cinereus,Peromyscus leucopus,0.0105
Synaptomys cooperi,Didelphis virginiana,0.0105
Aplodontia rufa,Sorex monticolus,0.01045
Lasiurus borealis,Sorex hoyi,0.01045
Lasiurus borealis,Sorex palustris,0.01045
Procyon lotor,Myotis melanorhinus,0.01045
Sorex dispar,Peromyscus keeni,0.01045
Sorex rohweri,Tamiasciurus hudsonicus,0.01045
Aplodontia rufa,Sorex haydeni,0.0104
Perognathus fasciatus,Gulo gulo,0.0104
Perognathus parvus,Alces alces,0.0104
Peromyscus leucopus,Condylura cristata,0.0104
Sorex ugyunak,Microtus oregoni,0.0104
Condylura cristata,Microtus pennsylvanicus,0.01035
Erethizon dorsatum,Gulo gulo,0.01035
Geomys bursarius,Mustela frenata,0.01035
Procyon lotor,Myotis californicus,0.01035
Neurotrichus gibbsii,Marmota caligata,0.0103
Vulpes vulpes,Euderma maculatum,0.0103
Erethizon dorsatum,Ovibos moschatus,0.01025
Neurotrichus gibbsii,Marmota monax,0.01025
Peromyscus keeni,Tamias amoenus,0.01025
Peromyscus maniculatus,Synaptomys cooperi,0.01025
Sorex vagrans,Microtus montanus,0.01025
Sorex vagrans,Peromyscus keeni,0.01025
Lasiurus borealis,Sorex rohweri,0.0102
