from,to,score
Vulpes lagopus,Peromyscus maniculatus,0.98995
Ursus americanus,Sorex hoyi,0.9899
Lynx canadensis,Microtus pinetorum,0.98975
Urocyon cinereoargenteus,Sorex ugyunak,0.98975
Gulo gulo,Castor canadensis,0.98965
Urocyon cinereoargenteus,Sorex bendirii,0.989
Lontra canadensis,Tamias amoenus,0.98895
Vulpes lagopus,Neotoma cinerea,0.9889
Vulpes lagopus,Tamiasciurus douglasii,0.9889
Lynx canadensis,Microtus oeconomus,0.98855
Taxidea taxus,Scapanus orarius,0.9885
Canis latrans,Blarina brevicauda,0.98835
Procyon lotor,Mus musculus,0.9883
Spilogale putorius,Microtus xanthognathus,0.9882
Urocyon cinereoargenteus,Ictidomys tridecemlineatus,0.9882
Canis latrans,Condylura cristata,0.9879
Puma concolor,Microtus pinetorum,0.9877
Canis rufus,Condylura cristata,0.9875
Vulpes lagopus,Reithrodontomys megalotis,0.9875
Mephitis mephitis,Mus musculus,0.987
Vulpes lagopus,Blarina brevicauda,0.98665
Vulpes lagopus,Onychomys leucogaster,0.98665
Canis lupus,Blarina brevicauda,0.9866
Canis lupus,Condylura cristata,0.9866
Spilogale putorius,Lemmiscus curtatus,0.9865
Spilogale putorius,Myodes gapperi,0.9865
Canis rufus,Blarina brevicauda,0.9863
Taxidea taxus,Sciurus niger,0.9861
Canis latrans,Cryptotis parva,0.98555
Mustela frenata,Blarina brevicauda,0.98545
Procyon lotor,Ondatra zibethicus,0.9854
Puma concolor,Microtus oeconomus,0.98535
Vulpes lagopus,Martes pennanti,0.9853
Spilogale putorius,Microtus chrotorrhinus,0.98515
Urocyon cinereoargenteus,Sorex palustris,0.98515
Procyon lotor,Phenacomys intermedius,0.985
Lynx canadensis,Synaptomys borealis,0.98455
Vulpes lagopus,Sciurus niger,0.98455
Ursus americanus,Microtus oregoni,0.9845
Vulpes lagopus,Sylvilagus nuttallii,0.9845
Canis rufus,Dama mesopotamica,0.98385
Mephitis mephitis,Ondatra zibethicus,0.9838
Ursus americanus,Dicrostonyx groenlandicus,0.9837
Procyon lotor,Phenacomys ungava,0.98365
Spilogale putorius,Microtus ochrogaster,0.98365
Mephitis mephitis,Phenacomys ungava,0.9835
Urocyon cinereoargenteus,Sorex preblei,0.98345
Mephitis mephitis,Phenacomys intermedius,0.9834
Procyon lotor,Myodes rutilus,0.9834
Vulpes velox,Peromyscus maniculatus,0.9832
Puma concolor,Synaptomys borealis,0.9831
Vulpes lagopus,Peromyscus keeni,0.9831
Spilogale putorius,Ondatra zibethicus,0.9829
Urocyon cinereoargenteus,Sorex cinereus,0.98285
Canis rufus,Cryptotis parva,0.9828
Urocyon cinereoargenteus,Sorex rohweri,0.9828
Vulpes lagopus,Cryptotis parva,0.98275
Canis lupus,Cryptotis parva,0.98245
Mephitis mephitis,Myodes rutilus,0.9824
Canis lupus,Dama mesopotamica,0.9823
Lontra canadensis,Microtus oregoni,0.9823
Ursus maritimus,Tamias townsendii,0.9819
Vulpes lagopus,Peromyscus leucopus,0.9818
Mustela frenata,Cryptotis parva,0.9817
Spilogale putorius,Mus musculus,0.98145
Vulpes velox,Blarina brevicauda,0.98135
Urocyon cinereoargenteus,Sorex monticolus,0.9813
Urocyon cinereoargenteus,Sorex dispar,0.98125
Urocyon cinereoargenteus,Sorex fumeus,0.98115
Neovison vison,Blarina brevicauda,0.98105
Spilogale putorius,Phenacomys intermedius,0.981
Canis rufus,Cervus elaphus,0.9805
Urocyon cinereoargenteus,Sorex vagrans,0.98045
Martes americana,Castor canadensis,0.98
Vulpes velox,Neotoma cinerea,0.9799
Vulpes velox,Reithrodontomys megalotis,0.9799
Ursus americanus,Sorex tundrensis,0.97985
Mustela frenata,Ochotona princeps,0.97955
Mustela nigripes,Sorex hoyi,0.97885
Spilogale putorius,Phenacomys ungava,0.9786
Mephitis mephitis,Sorex maritimensis,0.97855
Mustela nigripes,Sorex haydeni,0.9785
Vulpes vulpes,Sylvilagus nuttallii,0.9783
Vulpes lagopus,Condylura cristata,0.97825
Vulpes lagopus,Tamias minimus,0.97815
Mephitis mephitis,Sorex arcticus,0.978
Vulpes velox,Onychomys leucogaster,0.9777
Procyon lotor,Sorex maritimensis,0.97765
Canis latrans,Sylvilagus nuttallii,0.9773
Gulo gulo,Tamias amoenus,0.9773
Vulpes velox,Cryptotis parva,0.9773
Procyon lotor,Sorex arcticus,0.9769
Neovison vison,Cryptotis parva,0.9767
Spilogale putorius,Myodes rutilus,0.9766
Urocyon cinereoargenteus,Tamias minimus,0.9758
Gulo gulo,Lepus americanus,0.97555
Vulpes vulpes,Condylura cristata,0.97535
Canis latrans,Aplodontia rufa,0.9752
Procyon lotor,Microtus oeconomus,0.97515
Vulpes vulpes,Callospermophilus lateralis,0.97505
Canis rufus,Sylvilagus nuttallii,0.9745
Mustela subpalmata,Sorex trowbridgii,0.97445
Martes pennanti,Blarina brevicauda,0.9741
Vulpes velox,Peromyscus keeni,0.97375
Canis lupus,Sylvilagus nuttallii,0.9736
Mephitis mephitis,Microtus oeconomus,0.9735
Vulpes vulpes,Callospermophilus saturatus,0.97315
Canis lupus,Aplodontia rufa,0.97305
Vulpes velox,Peromyscus leucopus,0.97265
Canis rufus,Aplodontia rufa,0.97235
Vulpes lagopus,Tamias striatus,0.97185
Mustela nigripes,Dicrostonyx richardsoni,0.97145
Lynx rufus,Sorex haydeni,0.97095
Urocyon cinereoargenteus,Scapanus orarius,0.97005
Mustela subpalmata,Zapus trinotatus,0.97
Taxidea taxus,Dicrostonyx richardsoni,0.9699
Martes pennanti,Cryptotis parva,0.96935
Neovison vison,Tamias amoenus,0.9688
Urocyon cinereoargenteus,Tamias striatus,0.9682
Vulpes velox,Sylvilagus nuttallii,0.96735
Vulpes vulpes,Mustela nigripes,0.96635
Mustela nigripes,Dicrostonyx nunatakensis,0.9658
Taxidea taxus,Tamiasciurus hudsonicus,0.9656
Gulo gulo,Blarina brevicauda,0.96455
Lynx rufus,Synaptomys cooperi,0.96415
Vulpes velox,Martes pennanti,0.96415
Lynx rufus,Odocoileus virginianus,0.96395
Lontra canadensis,Blarina brevicauda,0.9639
Canis latrans,Perognathus parvus,0.96385
Procyon lotor,Dicrostonyx hudsonius,0.9637
Mustela nigripes,Sorex tundrensis,0.9635
Taxidea taxus,Ondatra zibethicus,0.9635
Urocyon cinereoargenteus,Sylvilagus floridanus,0.96255
Canis lupus,Perognathus parvus,0.9624
Canis rufus,Perognathus parvus,0.9624
Canis latrans,Thomomys talpoides,0.96225
Gulo gulo,Cryptotis parva,0.9618
Urocyon cinereoargenteus,Parascalops breweri,0.96175
Spilogale putorius,Microtus oeconomus,0.9616
Canis latrans,Dipodomys ordii,0.96155
Vulpes lagopus,Tamiasciurus hudsonicus,0.96155
Lontra canadensis,Cryptotis parva,0.96085
Martes americana,Tamias amoenus,0.9608
Canis lupus,Thomomys talpoides,0.9607
Mephitis mephitis,Dicrostonyx hudsonius,0.9605
Martes americana,Blarina brevicauda,0.9602
Canis rufus,Thomomys talpoides,0.95995
Lynx canadensis,Synaptomys cooperi,0.95995
Martes americana,Lepus americanus,0.95985
Canis rufus,Dipodomys ordii,0.9596
Martes americana,Cryptotis parva,0.9595
Canis latrans,Perognathus fasciatus,0.95915
Canis latrans,Geomys bursarius,0.9591
Mustela subpalmata,Reithrodontomys megalotis,0.9587
Canis rufus,Geomys bursarius,0.9586
Canis latrans,Oreamnos americanus,0.95815
Canis lupus,Dipodomys ordii,0.95795
Canis lupus,Perognathus fasciatus,0.9574
Canis lupus,Geomys bursarius,0.9571
Puma concolor,Synaptomys cooperi,0.9571
Lynx rufus,Sorex tundrensis,0.957
Mustela subpalmata,Peromyscus maniculatus,0.95695
Canis rufus,Perognathus fasciatus,0.9566
Procyon lotor,Sorex haydeni,0.95575
Taxidea taxus,Dicrostonyx nunatakensis,0.9549
Mustela subpalmata,Neotoma cinerea,0.95375
Martes pennanti,Tamias amoenus,0.95365
Mephitis mephitis,Sorex haydeni,0.9536
Spilogale putorius,Sorex arcticus,0.95345
Spilogale putorius,Dicrostonyx hudsonius,0.95325
Spilogale putorius,Sorex maritimensis,0.9525
Ursus americanus,Tamias townsendii,0.9525
Lynx rufus,Callospermophilus lateralis,0.95105
Mustela subpalmata,Onychomys leucogaster,0.9508
Mustela subpalmata,Zapus princeps,0.9505
Lynx rufus,Callospermophilus saturatus,0.9494
Vulpes velox,Condylura cristata,0.94915
Martes pennanti,Lepus arcticus,0.9486
Canis latrans,Ovis dalli,0.948
Mustela frenata,Lepus europaeus,0.948
Mustela subpalmata,Peromyscus keeni,0.9475
Urocyon cinereoargenteus,Peromyscus maniculatus,0.94735
Urocyon cinereoargenteus,Neovison vison,0.94695
Ursus americanus,Sorex trowbridgii,0.94615
Mustela subpalmata,Peromyscus leucopus,0.94475
Mustela subpalmata,Dicrostonyx groenlandicus,0.9441
Mustela nigripes,Reithrodontomys megalotis,0.94355
Canis latrans,Glaucomys volans,0.94335
Canis latrans,Rangifer tarandus,0.94335
Canis latrans,Glaucomys sabrinus,0.9431
Urocyon cinereoargenteus,Reithrodontomys megalotis,0.94305
Neovison vison,Ochotona collaris,0.9429
Procyon lotor,Sorex hoyi,0.9426
Urocyon cinereoargenteus,Neotoma cinerea,0.9424
Canis latrans,Erethizon dorsatum,0.94235
Canis rufus,Oreamnos americanus,0.9409
Canis rufus,Erethizon dorsatum,0.9408
Canis lupus,Oreamnos americanus,0.9407
Mephitis mephitis,Sorex hoyi,0.94025
Ursus americanus,Sorex bendirii,0.94015
Canis lupus,Glaucomys volans,0.94005
Mustela nigripes,Peromyscus maniculatus,0.94
Mustela nigripes,Neotoma cinerea,0.93975
Urocyon cinereoargenteus,Onychomys leucogaster,0.93925
Ursus americanus,Sorex ugyunak,0.93925
Canis lupus,Erethizon dorsatum,0.9391
Urocyon cinereoargenteus,Blarina brevicauda,0.9385
Canis rufus,Glaucomys sabrinus,0.93845
Canis rufus,Glaucomys volans,0.9384
Canis lupus,Glaucomys sabrinus,0.9377
Martes pennanti,Peromyscus maniculatus,0.93725
Neovison vison,Peromyscus maniculatus,0.93715
Ursus americanus,Sorex palustris,0.93685
Lynx canadensis,Callospermophilus lateralis,0.9366
Procyon lotor,Dicrostonyx richardsoni,0.9366
Vulpes velox,Tamiasciurus douglasii,0.93645
Ursus americanus,Sorex preblei,0.9358
Gulo gulo,Peromyscus maniculatus,0.93555
Taxidea taxus,Condylura cristata,0.9351
Procyon lotor,Sorex tundrensis,0.93505
Puma concolor,Callospermophilus lateralis,0.9346
Mustela nigripes,Onychomys leucogaster,0.9345
Gulo gulo,Reithrodontomys megalotis,0.9342
Neovison vison,Reithrodontomys megalotis,0.93415
Urocyon cinereoargenteus,Peromyscus keeni,0.93395
Procyon lotor,Dicrostonyx nunatakensis,0.9333
Puma concolor,Callospermophilus saturatus,0.9333
Lynx canadensis,Callospermophilus saturatus,0.933
Mustela nigripes,Peromyscus keeni,0.9329
Martes pennanti,Reithrodontomys megalotis,0.9325
Martes americana,Reithrodontomys megalotis,0.9322
Neovison vison,Neotoma cinerea,0.93145
Vulpes lagopus,Aplodontia rufa,0.9314
Ursus arctos,Marmota vancouverensis,0.9312
Mustela frenata,Peromyscus maniculatus,0.93115
Lynx rufus,Sorex arcticus,0.931
Taxidea taxus,Scapanus townsendii,0.9309
Urocyon cinereoargenteus,Peromyscus leucopus,0.9309
Mephitis mephitis,Sorex tundrensis,0.9308
Martes pennanti,Neotoma cinerea,0.9307
Gulo gulo,Neotoma cinerea,0.9306
Vulpes vulpes,Perognathus parvus,0.93055
Martes americana,Peromyscus maniculatus,0.9302
Vulpes lagopus,Callospermophilus lateralis,0.93
Canis rufus,Rangifer tarandus,0.92995
Mustela frenata,Reithrodontomys megalotis,0.9296
Neovison vison,Onychomys leucogaster,0.9296
Urocyon cinereoargenteus,Cryptotis parva,0.9294
Ursus americanus,Sorex vagrans,0.92925
Ursus americanus,Sorex cinereus,0.92885
Vulpes vulpes,Aplodontia rufa,0.92875
Mustela nigripes,Peromyscus leucopus,0.92865
Canis lupus,Ovis dalli,0.9285
Vulpes lagopus,Martes americana,0.92815
Ursus americanus,Sorex fumeus,0.92805
Ursus americanus,Sorex rohweri,0.928
Martes americana,Neotoma cinerea,0.92755
Gulo gulo,Onychomys leucogaster,0.9274
Ursus americanus,Sorex monticolus,0.9272
Vulpes velox,Urocyon cinereoargenteus,0.9271
Mephitis mephitis,Dicrostonyx richardsoni,0.92635
Ursus americanus,Sorex dispar,0.92615
Martes pennanti,Onychomys leucogaster,0.9261
Mephitis mephitis,Dicrostonyx nunatakensis,0.9258
Mustela frenata,Neotoma cinerea,0.9254
Canis rufus,Ovis dalli,0.92515
Vulpes vulpes,Dipodomys ordii,0.92495
Mustela erminea,Microtus townsendii,0.9248
Spilogale putorius,Dicrostonyx richardsoni,0.9246
Ursus americanus,Neotoma cinerea,0.9245
Ursus americanus,Peromyscus maniculatus,0.92445
Procyon lotor,Sorex merriami,0.92425
Martes americana,Onychomys leucogaster,0.9241
Vulpes vulpes,Perognathus fasciatus,0.9241
Vulpes velox,Sciurus niger,0.92395
Vulpes lagopus,Callospermophilus saturatus,0.9238
Gulo gulo,Peromyscus keeni,0.9233
Neovison vison,Peromyscus keeni,0.9233
Spilogale putorius,Dicrostonyx nunatakensis,0.9233
Vulpes velox,Tamias minimus,0.9229
Vulpes vulpes,Thomomys talpoides,0.9224
Ursus americanus,Reithrodontomys megalotis,0.9223
Mustela subpalmata,Sorex ugyunak,0.92215
Neovison vison,Peromyscus leucopus,0.92185
Mustela frenata,Onychomys leucogaster,0.9218
Martes pennanti,Peromyscus keeni,0.9213
Spilogale putorius,Sorex haydeni,0.92115
Gulo gulo,Peromyscus leucopus,0.9208
Martes pennanti,Peromyscus leucopus,0.9206
Vulpes vulpes,Geomys bursarius,0.92035
Ursus americanus,Onychomys leucogaster,0.9201
Mustela subpalmata,Sorex bendirii,0.9195
Martes americana,Peromyscus keeni,0.91895
Martes pennanti,Lepus townsendii,0.9177
Mustela frenata,Peromyscus keeni,0.91765
Martes americana,Peromyscus leucopus,0.91745
Ursus arctos,Napaeozapus insignis,0.91675
Mustela frenata,Peromyscus leucopus,0.91655
Neovison vison,Ochotona princeps,0.91635
Mephitis mephitis,Sorex merriami,0.91585
Mustela subpalmata,Sorex preblei,0.9148
Ursus arctos,Urocitellus parryii,0.91465
Canis latrans,Neurotrichus gibbsii,0.9139
Vulpes lagopus,Vulpes velox,0.9137
Ursus americanus,Peromyscus leucopus,0.9124
Ursus americanus,Peromyscus keeni,0.9123
Vulpes velox,Tamias striatus,0.91185
Canis lupus,Neurotrichus gibbsii,0.91165
Canis rufus,Neurotrichus gibbsii,0.91135
Mustela subpalmata,Sorex palustris,0.9113
Canis latrans,Dama dama,0.91015
Ursus maritimus,Marmota vancouverensis,0.91015
Vulpes velox,Gulo gulo,0.9092
Urocyon cinereoargenteus,Tamiasciurus douglasii,0.90775
Lontra canadensis,Peromyscus maniculatus,0.90685
Taxidea taxus,Scalopus aquaticus,0.9056
Lontra canadensis,Reithrodontomys megalotis,0.90495
Procyon lotor,Microtus montanus,0.9045
Mustela subpalmata,Sorex cinereus,0.9042
Mephitis mephitis,Microtus montanus,0.9039
Mustela subpalmata,Sorex fumeus,0.9036
Mustela subpalmata,Sorex monticolus,0.9029
Mustela subpalmata,Sorex rohweri,0.90265
Spilogale putorius,Microtus montanus,0.9024
Lontra canadensis,Neotoma cinerea,0.902
Mustela subpalmata,Sorex dispar,0.9014
Spilogale putorius,Sorex hoyi,0.90075
Mustela subpalmata,Sorex vagrans,0.9001
Ursus maritimus,Urocitellus parryii,0.89945
Procyon lotor,Sorex bendirii,0.8985
Procyon lotor,Microtus pennsylvanicus,0.89815
Canis latrans,Antilocapra americana,0.89805
Procyon lotor,Sorex ugyunak,0.89775
Spilogale putorius,Microtus pennsylvanicus,0.89635
Urocyon cinereoargenteus,Sciurus niger,0.8961
Mustela frenata,Tamias amoenus,0.89605
Lontra canadensis,Onychomys leucogaster,0.8955
Procyon lotor,Sorex preblei,0.89455
Mephitis mephitis,Microtus pennsylvanicus,0.8941
Mephitis mephitis,Sorex bendirii,0.89335
Procyon lotor,Sorex palustris,0.893
Mephitis mephitis,Sorex ugyunak,0.89265
Canis latrans,Ursus americanus,0.8903
Lontra canadensis,Peromyscus keeni,0.89025
Canis rufus,Dama dama,0.89
Lontra canadensis,Peromyscus leucopus,0.8897
Vulpes lagopus,Perognathus parvus,0.88965
Lynx canadensis,Sorex haydeni,0.8892
Procyon lotor,Sorex cinereus,0.88915
Procyon lotor,Sorex vagrans,0.88905
Procyon lotor,Sorex fumeus,0.88895
Mephitis mephitis,Sorex palustris,0.8887
Vulpes lagopus,Thomomys talpoides,0.8883
Ursus arctos,Urocitellus columbianus,0.8881
Procyon lotor,Sorex rohweri,0.88805
Vulpes lagopus,Perognathus fasciatus,0.888
Mephitis mephitis,Sorex preblei,0.8878
Mephitis mephitis,Sorex rohweri,0.88695
Spilogale putorius,Sorex tundrensis,0.88655
Procyon lotor,Sorex dispar,0.8864
Procyon lotor,Sorex monticolus,0.88635
Vulpes lagopus,Dipodomys ordii,0.88555
Mephitis mephitis,Sorex monticolus,0.8855
Mephitis mephitis,Sorex cinereus,0.8854
Ursus arctos,Urocitellus richardsonii,0.8854
Mustela nigripes,Sorex ugyunak,0.88405
Vulpes velox,Tamiasciurus hudsonicus,0.88405
Urocyon cinereoargenteus,Sylvilagus nuttallii,0.8839
Ursus americanus,Zapus princeps,0.8839
Lynx rufus,Lepus americanus,0.88355
Vulpes vulpes,Tamias minimus,0.88355
Mephitis mephitis,Sorex fumeus,0.8829
Mustela nigripes,Sorex bendirii,0.8829
Puma concolor,Sorex haydeni,0.8824
Mustela nigripes,Zapus trinotatus,0.8822
Mephitis mephitis,Sorex dispar,0.88205
Vulpes velox,Martes americana,0.88105
Spilogale putorius,Sorex merriami,0.88065
Mephitis mephitis,Sorex vagrans,0.8806
Canis lupus,Antilocapra americana,0.8798
Vulpes lagopus,Geomys bursarius,0.87945
Vulpes vulpes,Erethizon dorsatum,0.8788
Canis rufus,Ursus americanus,0.87875
Mustela nigripes,Sorex preblei,0.8784
Canis rufus,Antilocapra americana,0.87805
Canis lupus,Ursus americanus,0.87715
Vulpes vulpes,Lontra canadensis,0.8765
Mustela nigripes,Sorex palustris,0.876
Ursus maritimus,Urocitellus richardsonii,0.8747
Canis latrans,Bison bison,0.8728
Ursus maritimus,Napaeozapus insignis,0.8728
Ursus maritimus,Urocitellus columbianus,0.87245
Mustela nigripes,Zapus princeps,0.8724
Gulo gulo,Tamias townsendii,0.87185
Spilogale putorius,Tamias amoenus,0.87155
Mustela nigripes,Sorex monticolus,0.8706
Urocyon cinereoargenteus,Condylura cristata,0.8706
Mustela nigripes,Sorex fumeus,0.87045
Mustela nigripes,Sorex cinereus,0.8695
Mustela nigripes,Sorex vagrans,0.86945
Mustela nigripes,Sorex rohweri,0.86935
Vulpes vulpes,Tamias striatus,0.8693
Canis latrans,Tamias minimus,0.86925
Lynx canadensis,Mus musculus,0.86915
Neovison vison,Tamias townsendii,0.86825
Mustela nigripes,Sorex dispar,0.8681
Taxidea taxus,Dicrostonyx groenlandicus,0.8662
Urocyon cinereoargenteus,Aplodontia rufa,0.8662
Procyon lotor,Tamias amoenus,0.86565
Vulpes velox,Aplodontia rufa,0.8649
Spilogale putorius,Dicrostonyx groenlandicus,0.8648
Vulpes lagopus,Neurotrichus gibbsii,0.8647
Canis rufus,Tamias minimus,0.86415
Mephitis mephitis,Tamias amoenus,0.86405
Canis lupus,Tamias minimus,0.8638
Procyon lotor,Dicrostonyx groenlandicus,0.8637
Ursus americanus,Zapus trinotatus,0.86315
Puma concolor,Mus musculus,0.86305
Lynx rufus,Dicrostonyx groenlandicus,0.86265
Ursus americanus,Blarina brevicauda,0.8611
Vulpes velox,Perognathus parvus,0.85905
Vulpes vulpes,Neurotrichus gibbsii,0.8582
Canis rufus,Bison bison,0.85645
Vulpes velox,Perognathus fasciatus,0.8563
Spilogale putorius,Sorex bendirii,0.85585
Canis latrans,Tamias striatus,0.8555
Neovison vison,Lepus europaeus,0.85545
Vulpes velox,Dipodomys ordii,0.8553
Ursus americanus,Cryptotis parva,0.85515
Vulpes velox,Thomomys talpoides,0.8551
Canis lupus,Bison bison,0.85485
Canis lupus,Tamias striatus,0.85315
Canis rufus,Tamias striatus,0.8525
Lynx canadensis,Sorex hoyi,0.8525
Spilogale putorius,Sorex ugyunak,0.8523
Taxidea taxus,Callospermophilus saturatus,0.8518
Vulpes lagopus,Mustela subpalmata,0.8516
Urocyon cinereoargenteus,Tamiasciurus hudsonicus,0.85145
Lynx rufus,Sorex ugyunak,0.85035
Taxidea taxus,Callospermophilus lateralis,0.85035
Vulpes velox,Geomys bursarius,0.84955
Mephitis mephitis,Dicrostonyx groenlandicus,0.84935
Spilogale putorius,Sorex preblei,0.84915
Martes americana,Tamias townsendii,0.84845
Taxidea taxus,Neurotrichus gibbsii,0.8481
Lynx rufus,Sorex bendirii,0.8471
Martes pennanti,Tamias townsendii,0.84705
Spilogale putorius,Sorex palustris,0.84665
Spilogale putorius,Sorex dispar,0.8466
Spilogale putorius,Sorex monticolus,0.84645
Spilogale putorius,Sorex cinereus,0.8461
Martes pennanti,Ochotona collaris,0.84605
Vulpes vulpes,Odocoileus virginianus,0.8456
Puma concolor,Sorex hoyi,0.8445
Mustela nigripes,Sorex trowbridgii,0.8438
Spilogale putorius,Sorex fumeus,0.84205
Spilogale putorius,Sorex vagrans,0.84205
Spilogale putorius,Sorex rohweri,0.8419
Spilogale putorius,Microtus oregoni,0.8418
Lynx rufus,Sorex palustris,0.84115
Canis latrans,Procyon lotor,0.8407
Vulpes velox,Callospermophilus lateralis,0.84025
Procyon lotor,Peromyscus maniculatus,0.83965
Vulpes lagopus,Erethizon dorsatum,0.83875
Mephitis mephitis,Reithrodontomys megalotis,0.8376
Lynx rufus,Sorex preblei,0.83755
Procyon lotor,Microtus oregoni,0.8366
Vulpes lagopus,Glaucomys sabrinus,0.83655
Vulpes velox,Callospermophilus saturatus,0.83505
Mephitis mephitis,Peromyscus maniculatus,0.8349
Mephitis mephitis,Microtus oregoni,0.8345
Canis latrans,Mephitis mephitis,0.83435
Procyon lotor,Reithrodontomys megalotis,0.8343
Vulpes lagopus,Glaucomys volans,0.8339
Procyon lotor,Onychomys leucogaster,0.83385
Spilogale putorius,Reithrodontomys megalotis,0.8337
Procyon lotor,Neotoma cinerea,0.83365
Vulpes vulpes,Glaucomys sabrinus,0.833
Vulpes vulpes,Glaucomys volans,0.83295
Canis rufus,Procyon lotor,0.8328
Canis lupus,Procyon lotor,0.83275
Mephitis mephitis,Onychomys leucogaster,0.8324
Mephitis mephitis,Neotoma cinerea,0.8318
Procyon lotor,Sorex trowbridgii,0.8316
Mustela frenata,Sylvilagus transitionalis,0.83055
Lynx rufus,Microtus xanthognathus,0.8297
Spilogale putorius,Peromyscus maniculatus,0.829
Lynx rufus,Sorex vagrans,0.82875
Spilogale putorius,Neotoma cinerea,0.82825
Canis rufus,Mephitis mephitis,0.828
Lynx rufus,Sorex cinereus,0.82795
Canis lupus,Mephitis mephitis,0.82785
Procyon lotor,Blarina brevicauda,0.8275
Lynx rufus,Sorex monticolus,0.8272
Ursus arctos,Marmota flaviventris,0.8269
Procyon lotor,Peromyscus leucopus,0.8267
Spilogale putorius,Onychomys leucogaster,0.826
Lynx rufus,Sorex dispar,0.8255
Mephitis mephitis,Peromyscus keeni,0.82415
Mephitis mephitis,Peromyscus leucopus,0.8229
Lynx rufus,Sorex rohweri,0.82265
Mephitis mephitis,Sorex trowbridgii,0.8223
Lynx rufus,Sorex fumeus,0.82175
Procyon lotor,Cryptotis parva,0.82145
Lynx canadensis,Sorex tundrensis,0.8208
Procyon lotor,Peromyscus keeni,0.82055
Spilogale putorius,Peromyscus leucopus,0.8202
Lynx rufus,Microtus chrotorrhinus,0.8193
Mephitis mephitis,Blarina brevicauda,0.8192
Mephitis mephitis,Cryptotis parva,0.818
Urocyon cinereoargenteus,Callospermophilus lateralis,0.818
Puma concolor,Sorex tundrensis,0.81705
Spilogale putorius,Peromyscus keeni,0.81705
Martes pennanti,Ochotona princeps,0.8142
Canis latrans,Alces alces,0.81385
Vulpes vulpes,Taxidea taxus,0.81315
Mustela nigripes,Dicrostonyx groenlandicus,0.8125
Ursus maritimus,Marmota flaviventris,0.8094
Urocyon cinereoargenteus,Callospermophilus saturatus,0.80905
Lynx rufus,Lemmiscus curtatus,0.80695
Mustela frenata,Tamias townsendii,0.80515
Canis rufus,Alces alces,0.80115
Ursus arctos,Neotoma cinerea,0.80015
Ursus arctos,Peromyscus maniculatus,0.7996
Lynx rufus,Microtus ochrogaster,0.79945
Lynx rufus,Odocoileus hemionus,0.79775
Ursus arctos,Reithrodontomys megalotis,0.79755
Vulpes velox,Neurotrichus gibbsii,0.79595
Lontra canadensis,Tamias townsendii,0.79495
Ursus americanus,Urocitellus parryii,0.79415
Ursus arctos,Onychomys leucogaster,0.79345
Neurotrichus gibbsii,Microtus townsendii,0.79315
Ursus maritimus,Reithrodontomys megalotis,0.79265
Ursus arctos,Marmota caligata,0.7926
Gulo gulo,Lepus arcticus,0.7925
Vulpes velox,Erethizon dorsatum,0.792
Urocyon cinereoargenteus,Martes pennanti,0.79165
Mustela subpalmata,Blarina brevicauda,0.79095
Ursus maritimus,Neotoma cinerea,0.7895
Ursus maritimus,Peromyscus maniculatus,0.7886
Ursus arctos,Tamias minimus,0.7882
Lynx canadensis,Sorex ugyunak,0.7853
Spilogale putorius,Blarina brevicauda,0.78485
Ursus arctos,Peromyscus leucopus,0.7848
Mustela subpalmata,Cryptotis parva,0.78455
Canis latrans,Spilogale putorius,0.7844
Ursus maritimus,Onychomys leucogaster,0.78305
Lynx canadensis,Sorex bendirii,0.78255
Ursus arctos,Marmota monax,0.7825
Puma concolor,Sorex ugyunak,0.78195
Spilogale putorius,Sorex trowbridgii,0.78195
Urocyon cinereoargenteus,Perognathus parvus,0.7818
Mustela subpalmata,Urocitellus parryii,0.7816
Puma concolor,Sorex bendirii,0.7815
Urocyon cinereoargenteus,Thomomys talpoides,0.78115
Ursus maritimus,Tamias minimus,0.78025
Ursus arctos,Peromyscus keeni,0.78015
Spilogale putorius,Cryptotis parva,0.77985
Ursus maritimus,Marmota caligata,0.7798
Canis lupus,Spilogale putorius,0.7795
Urocyon cinereoargenteus,Neurotrichus gibbsii,0.7789
Urocyon cinereoargenteus,Dipodomys ordii,0.77875
Canis rufus,Spilogale putorius,0.77815
Urocyon cinereoargenteus,Perognathus fasciatus,0.77715
Ursus americanus,Urocitellus columbianus,0.776
Ursus maritimus,Peromyscus leucopus,0.77545
Puma concolor,Sorex palustris,0.77435
Ursus arctos,Tamias striatus,0.77355
Urocyon cinereoargenteus,Geomys bursarius,0.7733
Ursus maritimus,Peromyscus keeni,0.7732
Canis latrans,Sciurus carolinensis,0.77295
Ursus americanus,Urocitellus richardsonii,0.77245
Lynx canadensis,Sorex preblei,0.77215
Puma concolor,Sorex preblei,0.77165
Lynx canadensis,Sorex palustris,0.7716
Ursus maritimus,Marmota monax,0.7701
Ursus maritimus,Tamias striatus,0.7678
Martes americana,Lepus arcticus,0.76725
Mustela nigripes,Blarina brevicauda,0.7669
Lynx canadensis,Sorex vagrans,0.76685
Lynx canadensis,Sorex monticolus,0.76565
Lynx canadensis,Sorex cinereus,0.76485
Puma concolor,Sorex monticolus,0.76365
Lynx canadensis,Sorex fumeus,0.76255
Mustela nigripes,Cryptotis parva,0.76245
Puma concolor,Sorex dispar,0.76195
Mustela frenata,Sylvilagus floridanus,0.7619
Puma concolor,Sorex rohweri,0.7612
